USERID,FULL_NAME,GENDER,RACE,AGE,PROVINCE,CHANNEL2,RECORDDATE2,CONVERTED_DATETIME,SA_TIME,TIME_ONLY,DAY_NAME,MONTH_NAME,DURATION2,AGE_CLASSIFICATION
893497,Stacy� Restivo,male,indian_asian,29,Eastern Cape,ICC Cricket World Cup 2011,2016/03/25 15:57,2016-03-25 15:57:00.000,2016-03-25 17:57:00.000,15:57:00.000,Fri,Mar,03:05:14.000,Adult
893501,Garry� Hier,male,indian_asian,30,Kwazulu Natal,CNN,2016/03/29 18:41,2016-03-29 18:41:00.000,2016-03-29 20:41:00.000,18:41:00.000,Tue,Mar,00:01:52.000,Adult
893501,Garry� Hier,male,indian_asian,30,Kwazulu Natal,CNN,2016/03/11 20:24,2016-03-11 20:24:00.000,2016-03-11 22:24:00.000,20:24:00.000,Fri,Mar,00:00:51.000,Adult
893501,Garry� Hier,male,indian_asian,30,Kwazulu Natal,CNN,2016/03/13 01:02,2016-03-13 01:02:00.000,2016-03-13 03:02:00.000,01:02:00.000,Sun,Mar,00:00:17.000,Adult
893501,Garry� Hier,male,indian_asian,30,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/12 08:56,2016-03-12 08:56:00.000,2016-03-12 10:56:00.000,08:56:00.000,Sat,Mar,00:01:36.000,Adult
893520,Luanna� Hoadley,female,white,40,Eastern Cape,Africa Magic,2016/03/31 16:04,2016-03-31 16:04:00.000,2016-03-31 18:04:00.000,16:04:00.000,Thu,Mar,00:01:09.000,Mature Adult
893520,Luanna� Hoadley,female,white,40,Eastern Cape,DStv Events 1,2016/03/04 20:19,2016-03-04 20:19:00.000,2016-03-04 22:19:00.000,20:19:00.000,Fri,Mar,00:00:45.000,Mature Adult
893536,Valentine� Leicht,male,black,26,Northern Cape,Trace TV,2016/03/04 08:40,2016-03-04 08:40:00.000,2016-03-04 10:40:00.000,08:40:00.000,Fri,Mar,00:00:00.000,Adult
893536,Valentine� Leicht,male,black,26,Northern Cape,Channel O,2016/03/18 09:15,2016-03-18 09:15:00.000,2016-03-18 11:15:00.000,09:15:00.000,Fri,Mar,00:17:18.000,Adult
893557,Brendan� Paradis,male,indian_asian,27,Mpumalanga,ICC Cricket World Cup 2011,2016/03/25 16:28,2016-03-25 16:28:00.000,2016-03-25 18:28:00.000,16:28:00.000,Fri,Mar,00:00:56.000,Adult
893557,Brendan� Paradis,male,indian_asian,27,Mpumalanga,Cartoon Network,2016/03/21 11:32,2016-03-21 11:32:00.000,2016-03-21 13:32:00.000,11:32:00.000,Mon,Mar,00:00:32.000,Adult
893557,Brendan� Paradis,male,indian_asian,27,Mpumalanga,ICC Cricket World Cup 2011,2016/03/23 10:53,2016-03-23 10:53:00.000,2016-03-23 12:53:00.000,10:53:00.000,Wed,Mar,00:01:18.000,Adult
893557,Brendan� Paradis,male,indian_asian,27,Mpumalanga,E! Entertainment,2016/03/23 19:35,2016-03-23 19:35:00.000,2016-03-23 21:35:00.000,19:35:00.000,Wed,Mar,00:01:22.000,Adult
893562,Cory� Borelli,male,black,37,Gauteng,Channel O,2016/03/26 05:15,2016-03-26 05:15:00.000,2016-03-26 07:15:00.000,05:15:00.000,Sat,Mar,00:21:36.000,Mature Adult
893562,Cory� Borelli,male,black,37,Gauteng,Cartoon Network,2016/03/26 07:38,2016-03-26 07:38:00.000,2016-03-26 09:38:00.000,07:38:00.000,Sat,Mar,00:00:00.000,Mature Adult
893562,Cory� Borelli,male,black,37,Gauteng,Africa Magic,2016/03/25 08:35,2016-03-25 08:35:00.000,2016-03-25 10:35:00.000,08:35:00.000,Fri,Mar,00:01:29.000,Mature Adult
893565,Abel� Mastrangelo,male,black,25,Eastern Cape,Boomerang,2016/03/23 07:19,2016-03-23 07:19:00.000,2016-03-23 09:19:00.000,07:19:00.000,Wed,Mar,00:01:01.000,Adult
893565,Abel� Mastrangelo,male,black,25,Eastern Cape,Channel O,2016/03/23 08:27,2016-03-23 08:27:00.000,2016-03-23 10:27:00.000,08:27:00.000,Wed,Mar,00:13:51.000,Adult
893565,Abel� Mastrangelo,male,black,25,Eastern Cape,Africa Magic,2016/03/19 12:10,2016-03-19 12:10:00.000,2016-03-19 14:10:00.000,12:10:00.000,Sat,Mar,00:02:46.000,Adult
893565,Abel� Mastrangelo,male,black,25,Eastern Cape,Boomerang,2016/03/23 19:07,2016-03-23 19:07:00.000,2016-03-23 21:07:00.000,19:07:00.000,Wed,Mar,00:24:57.000,Adult
893566,Bernardo� Styer,male,black,25,Western Cape,Africa Magic,2016/03/05 05:46,2016-03-05 05:46:00.000,2016-03-05 07:46:00.000,05:46:00.000,Sat,Mar,00:00:52.000,Adult
893568,Bess� Jacox,female,black,23,Eastern Cape,Cartoon Network,2016/03/22 22:07,2016-03-22 22:07:00.000,2016-03-23 00:07:00.000,22:07:00.000,Tue,Mar,00:00:08.000,Young Adult
893573,Claud� Zweifel,male,white,21,Western Cape,Cartoon Network,2016/03/26 18:31,2016-03-26 18:31:00.000,2016-03-26 20:31:00.000,18:31:00.000,Sat,Mar,00:00:32.000,Young Adult
893585,Malika� Sieren,female,white,28,Kwazulu Natal,MK,2016/01/03 17:48,2016-01-03 17:48:00.000,2016-01-03 19:48:00.000,17:48:00.000,Sun,Jan,00:02:41.000,Adult
893588,Jacinto� Mastrangelo,male,other,24,Western Cape,ICC Cricket World Cup 2011,2016/03/18 08:30,2016-03-18 08:30:00.000,2016-03-18 10:30:00.000,08:30:00.000,Fri,Mar,00:00:00.000,Young Adult
893588,Jacinto� Mastrangelo,male,other,24,Western Cape,Boomerang,2016/03/19 12:20,2016-03-19 12:20:00.000,2016-03-19 14:20:00.000,12:20:00.000,Sat,Mar,00:00:18.000,Young Adult
893588,Jacinto� Mastrangelo,male,other,24,Western Cape,ICC Cricket World Cup 2011,2016/03/18 11:40,2016-03-18 11:40:00.000,2016-03-18 13:40:00.000,11:40:00.000,Fri,Mar,00:54:16.000,Young Adult
893588,Jacinto� Mastrangelo,male,other,24,Western Cape,ICC Cricket World Cup 2011,2016/03/23 12:19,2016-03-23 12:19:00.000,2016-03-23 14:19:00.000,12:19:00.000,Wed,Mar,00:00:00.000,Young Adult
893599,Royal� Fudge,male,black,33,Gauteng,SawSee,2016/03/29 19:48,2016-03-29 19:48:00.000,2016-03-29 21:48:00.000,19:48:00.000,Tue,Mar,00:00:00.000,Adult
893599,Royal� Fudge,male,black,33,Gauteng,Africa Magic,2016/03/20 18:34,2016-03-20 18:34:00.000,2016-03-20 20:34:00.000,18:34:00.000,Sun,Mar,00:00:09.000,Adult
893599,Royal� Fudge,male,black,33,Gauteng,Cartoon Network,2016/03/29 16:18,2016-03-29 16:18:00.000,2016-03-29 18:18:00.000,16:18:00.000,Tue,Mar,00:00:00.000,Adult
893599,Royal� Fudge,male,black,33,Gauteng,CNN,2016/03/23 19:44,2016-03-23 19:44:00.000,2016-03-23 21:44:00.000,19:44:00.000,Wed,Mar,00:00:00.000,Adult
893599,Royal� Fudge,male,black,33,Gauteng,ICC Cricket World Cup 2011,2016/03/18 18:39,2016-03-18 18:39:00.000,2016-03-18 20:39:00.000,18:39:00.000,Fri,Mar,00:00:00.000,Adult
893599,Royal� Fudge,male,black,33,Gauteng,Cartoon Network,2016/03/23 19:49,2016-03-23 19:49:00.000,2016-03-23 21:49:00.000,19:49:00.000,Wed,Mar,00:00:00.000,Adult
893599,Royal� Fudge,male,black,33,Gauteng,Cartoon Network,2016/03/24 18:03,2016-03-24 18:03:00.000,2016-03-24 20:03:00.000,18:03:00.000,Thu,Mar,00:00:00.000,Adult
893615,Efren� Styer,male,coloured,26,Western Cape,Cartoon Network,2016/03/17 22:45,2016-03-17 22:45:00.000,2016-03-18 00:45:00.000,22:45:00.000,Thu,Mar,00:02:11.000,Adult
893615,Efren� Styer,male,coloured,26,Western Cape,ICC Cricket World Cup 2011,2016/03/13 19:12,2016-03-13 19:12:00.000,2016-03-13 21:12:00.000,19:12:00.000,Sun,Mar,00:00:00.000,Adult
893619,Earline� Zweifel,female,black,40,Western Cape,Cartoon Network,2016/01/09 11:31,2016-01-09 11:31:00.000,2016-01-09 13:31:00.000,11:31:00.000,Sat,Jan,00:01:27.000,Mature Adult
893619,Earline� Zweifel,female,black,40,Western Cape,Cartoon Network,2016/01/07 18:41,2016-01-07 18:41:00.000,2016-01-07 20:41:00.000,18:41:00.000,Thu,Jan,00:04:07.000,Mature Adult
893619,Earline� Zweifel,female,black,40,Western Cape,Africa Magic,2016/01/13 06:00,2016-01-13 06:00:00.000,2016-01-13 08:00:00.000,06:00:00.000,Wed,Jan,00:00:22.000,Mature Adult
893635,Chas� Tatham,male,white,27,Gauteng,ICC Cricket World Cup 2011,2016/03/22 11:51,2016-03-22 11:51:00.000,2016-03-22 13:51:00.000,11:51:00.000,Tue,Mar,00:00:54.000,Adult
893645,Jared� Nicholls,male,white,26,Mpumalanga,ICC Cricket World Cup 2011,2016/03/23 09:14,2016-03-23 09:14:00.000,2016-03-23 11:14:00.000,09:14:00.000,Wed,Mar,01:06:36.000,Adult
893649,Wilton� Gettys,male,black,40,Mpumalanga,Africa Magic,2016/03/28 17:15,2016-03-28 17:15:00.000,2016-03-28 19:15:00.000,17:15:00.000,Mon,Mar,00:00:22.000,Mature Adult
893649,Wilton� Gettys,male,black,40,Mpumalanga,Africa Magic,2016/03/25 17:10,2016-03-25 17:10:00.000,2016-03-25 19:10:00.000,17:10:00.000,Fri,Mar,00:02:44.000,Mature Adult
893649,Wilton� Gettys,male,black,40,Mpumalanga,Africa Magic,2016/03/28 17:22,2016-03-28 17:22:00.000,2016-03-28 19:22:00.000,17:22:00.000,Mon,Mar,00:00:29.000,Mature Adult
893649,Wilton� Gettys,male,black,40,Mpumalanga,Channel O,2016/03/17 07:49,2016-03-17 07:49:00.000,2016-03-17 09:49:00.000,07:49:00.000,Thu,Mar,01:23:39.000,Mature Adult
893649,Wilton� Gettys,male,black,40,Mpumalanga,Trace TV,2016/03/26 17:33,2016-03-26 17:33:00.000,2016-03-26 19:33:00.000,17:33:00.000,Sat,Mar,00:13:12.000,Mature Adult
893651,Samuel� Gettys,male,black,40,Kwazulu Natal,SawSee,2016/03/22 18:21,2016-03-22 18:21:00.000,2016-03-22 20:21:00.000,18:21:00.000,Tue,Mar,00:02:00.000,Mature Adult
893651,Samuel� Gettys,male,black,40,Kwazulu Natal,Africa Magic,2016/03/20 20:44,2016-03-20 20:44:00.000,2016-03-20 22:44:00.000,20:44:00.000,Sun,Mar,00:00:51.000,Mature Adult
893651,Samuel� Gettys,male,black,40,Kwazulu Natal,Trace TV,2016/03/22 17:55,2016-03-22 17:55:00.000,2016-03-22 19:55:00.000,17:55:00.000,Tue,Mar,00:00:18.000,Mature Adult
893657,Lane� Roquemore,male,white,52,Kwazulu Natal,Channel O,2016/03/17 10:17,2016-03-17 10:17:00.000,2016-03-17 12:17:00.000,10:17:00.000,Thu,Mar,00:01:18.000,Middle Aged
893657,Lane� Roquemore,male,white,52,Kwazulu Natal,CNN,2016/03/11 07:24,2016-03-11 07:24:00.000,2016-03-11 09:24:00.000,07:24:00.000,Fri,Mar,00:01:50.000,Middle Aged
893674,Tiffani� Pilot,female,black,39,Gauteng,Africa Magic,2016/03/19 21:27,2016-03-19 21:27:00.000,2016-03-19 23:27:00.000,21:27:00.000,Sat,Mar,00:00:40.000,Mature Adult
893681,Kyle� Marek,male,black,24,Mpumalanga,Channel O,2016/03/11 12:52,2016-03-11 12:52:00.000,2016-03-11 14:52:00.000,12:52:00.000,Fri,Mar,00:01:18.000,Young Adult
893681,Kyle� Marek,male,black,24,Mpumalanga,SuperSport Blitz,2016/03/17 10:35,2016-03-17 10:35:00.000,2016-03-17 12:35:00.000,10:35:00.000,Thu,Mar,00:11:06.000,Young Adult
893686,Cory� Martello,male,indian_asian,9,Free State,Channel O,2016/03/22 19:51,2016-03-22 19:51:00.000,2016-03-22 21:51:00.000,19:51:00.000,Tue,Mar,00:02:03.000,Out of Range
893686,Cory� Martello,male,indian_asian,9,Free State,Channel O,2016/03/29 06:38,2016-03-29 06:38:00.000,2016-03-29 08:38:00.000,06:38:00.000,Tue,Mar,00:07:00.000,Out of Range
893686,Cory� Martello,male,indian_asian,9,Free State,Supersport Live Events,2016/03/20 17:18,2016-03-20 17:18:00.000,2016-03-20 19:18:00.000,17:18:00.000,Sun,Mar,00:00:00.000,Out of Range
893694,Shane� Mccollum,male,indian_asian,17,North West,ICC Cricket World Cup 2011,2016/03/30 10:28,2016-03-30 10:28:00.000,2016-03-30 12:28:00.000,10:28:00.000,Wed,Mar,00:02:22.000,Early Teen
893694,Shane� Mccollum,male,indian_asian,17,North West,ICC Cricket World Cup 2011,2016/03/11 18:45,2016-03-11 18:45:00.000,2016-03-11 20:45:00.000,18:45:00.000,Fri,Mar,00:00:00.000,Early Teen
893717,Bret� Deblois,male,black,23,Limpopo,Africa Magic,2016/03/20 13:21,2016-03-20 13:21:00.000,2016-03-20 15:21:00.000,13:21:00.000,Sun,Mar,00:00:31.000,Young Adult
893730,Earl� Deblois,male,black,25,Eastern Cape,SawSee,2016/03/19 13:33,2016-03-19 13:33:00.000,2016-03-19 15:33:00.000,13:33:00.000,Sat,Mar,00:00:51.000,Adult
893730,Earl� Deblois,male,black,25,Eastern Cape,Channel O,2016/03/25 09:24,2016-03-25 09:24:00.000,2016-03-25 11:24:00.000,09:24:00.000,Fri,Mar,00:01:00.000,Adult
893730,Earl� Deblois,male,black,25,Eastern Cape,SuperSport Blitz,2016/03/19 14:42,2016-03-19 14:42:00.000,2016-03-19 16:42:00.000,14:42:00.000,Sat,Mar,00:00:26.000,Adult
893742,Samuel� Condie,male,indian_asian,71,Gauteng,ICC Cricket World Cup 2011,2016/03/23 08:50,2016-03-23 08:50:00.000,2016-03-23 10:50:00.000,08:50:00.000,Wed,Mar,00:12:48.000,Out of Range
893742,Samuel� Condie,male,indian_asian,71,Gauteng,ICC Cricket World Cup 2011,2016/03/16 08:36,2016-03-16 08:36:00.000,2016-03-16 10:36:00.000,08:36:00.000,Wed,Mar,00:06:00.000,Out of Range
893742,Samuel� Condie,male,indian_asian,71,Gauteng,SuperSport Blitz,2016/03/15 18:19,2016-03-15 18:19:00.000,2016-03-15 20:19:00.000,18:19:00.000,Tue,Mar,00:16:58.000,Out of Range
893742,Samuel� Condie,male,indian_asian,71,Gauteng,Channel O,2016/03/16 09:33,2016-03-16 09:33:00.000,2016-03-16 11:33:00.000,09:33:00.000,Wed,Mar,00:00:27.000,Out of Range
893745,Lucas� Biggers,male,indian_asian,39,Mpumalanga,ICC Cricket World Cup 2011,2016/03/18 13:14,2016-03-18 13:14:00.000,2016-03-18 15:14:00.000,13:14:00.000,Fri,Mar,00:11:28.000,Mature Adult
893745,Lucas� Biggers,male,indian_asian,39,Mpumalanga,Cartoon Network,2016/03/11 17:19,2016-03-11 17:19:00.000,2016-03-11 19:19:00.000,17:19:00.000,Fri,Mar,00:00:19.000,Mature Adult
893747,Eli� Holt,male,white,38,Kwazulu Natal,Supersport Live Events,2016/03/11 10:32,2016-03-11 10:32:00.000,2016-03-11 12:32:00.000,10:32:00.000,Fri,Mar,00:00:12.000,Mature Adult
893771,Robby� Wigfall,male,indian_asian,39,Gauteng,Channel O,2016/03/22 19:49,2016-03-22 19:49:00.000,2016-03-22 21:49:00.000,19:49:00.000,Tue,Mar,00:00:27.000,Mature Adult
893771,Robby� Wigfall,male,indian_asian,39,Gauteng,ICC Cricket World Cup 2011,2016/03/19 15:51,2016-03-19 15:51:00.000,2016-03-19 17:51:00.000,15:51:00.000,Sat,Mar,00:00:36.000,Mature Adult
893771,Robby� Wigfall,male,indian_asian,39,Gauteng,Supersport Live Events,2016/03/24 09:13,2016-03-24 09:13:00.000,2016-03-24 11:13:00.000,09:13:00.000,Thu,Mar,00:00:02.000,Mature Adult
893783,Brendan� Arrieta,male,indian_asian,31,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/19 12:16,2016-03-19 12:16:00.000,2016-03-19 14:16:00.000,12:16:00.000,Sat,Mar,00:01:14.000,Adult
893783,Brendan� Arrieta,male,indian_asian,31,Kwazulu Natal,Supersport Live Events,2016/03/18 10:12,2016-03-18 10:12:00.000,2016-03-18 12:12:00.000,10:12:00.000,Fri,Mar,00:03:30.000,Adult
893783,Brendan� Arrieta,male,indian_asian,31,Kwazulu Natal,SuperSport Blitz,2016/03/19 14:08,2016-03-19 14:08:00.000,2016-03-19 16:08:00.000,14:08:00.000,Sat,Mar,00:19:46.000,Adult
893789,Jacinto� Singer,male,coloured,28,Western Cape,ICC Cricket World Cup 2011,2016/03/19 05:50,2016-03-19 05:50:00.000,2016-03-19 07:50:00.000,05:50:00.000,Sat,Mar,00:01:30.000,Adult
893789,Jacinto� Singer,male,coloured,28,Western Cape,Supersport Live Events,2016/03/18 20:12,2016-03-18 20:12:00.000,2016-03-18 22:12:00.000,20:12:00.000,Fri,Mar,00:00:30.000,Adult
893789,Jacinto� Singer,male,coloured,28,Western Cape,Trace TV,2016/03/18 09:37,2016-03-18 09:37:00.000,2016-03-18 11:37:00.000,09:37:00.000,Fri,Mar,00:11:30.000,Adult
893789,Jacinto� Singer,male,coloured,28,Western Cape,Cartoon Network,2016/03/19 12:15,2016-03-19 12:15:00.000,2016-03-19 14:15:00.000,12:15:00.000,Sat,Mar,00:00:58.000,Adult
893789,Jacinto� Singer,male,coloured,28,Western Cape,Trace TV,2016/03/18 18:08,2016-03-18 18:08:00.000,2016-03-18 20:08:00.000,18:08:00.000,Fri,Mar,00:01:18.000,Adult
893791,Hyman� Styer,male,None,29,Western Cape,E! Entertainment,2016/03/20 13:29,2016-03-20 13:29:00.000,2016-03-20 15:29:00.000,13:29:00.000,Sun,Mar,00:01:20.000,Adult
893791,Hyman� Styer,male,None,29,Western Cape,E! Entertainment,2016/03/18 16:58,2016-03-18 16:58:00.000,2016-03-18 18:58:00.000,16:58:00.000,Fri,Mar,00:01:54.000,Adult
893791,Hyman� Styer,male,None,29,Western Cape,SuperSport Blitz,2016/03/17 14:55,2016-03-17 14:55:00.000,2016-03-17 16:55:00.000,14:55:00.000,Thu,Mar,00:04:42.000,Adult
893791,Hyman� Styer,male,None,29,Western Cape,E! Entertainment,2016/03/21 15:51,2016-03-21 15:51:00.000,2016-03-21 17:51:00.000,15:51:00.000,Mon,Mar,00:09:40.000,Adult
893791,Hyman� Styer,male,None,29,Western Cape,E! Entertainment,2016/03/22 20:16,2016-03-22 20:16:00.000,2016-03-22 22:16:00.000,20:16:00.000,Tue,Mar,00:00:00.000,Adult
893792,Loyd� Martello,male,black,42,Mpumalanga,Supersport Live Events,2016/03/26 10:56,2016-03-26 10:56:00.000,2016-03-26 12:56:00.000,10:56:00.000,Sat,Mar,00:04:18.000,Mature Adult
893794,Irving� Borelli,male,black,25,North West,Channel O,2016/03/05 22:04,2016-03-05 22:04:00.000,2016-03-06 00:04:00.000,22:04:00.000,Sat,Mar,00:00:06.000,Adult
893794,Irving� Borelli,male,black,25,North West,Africa Magic,2016/03/13 19:54,2016-03-13 19:54:00.000,2016-03-13 21:54:00.000,19:54:00.000,Sun,Mar,00:00:01.000,Adult
893794,Irving� Borelli,male,black,25,North West,E! Entertainment,2016/03/19 15:01,2016-03-19 15:01:00.000,2016-03-19 17:01:00.000,15:01:00.000,Sat,Mar,00:06:32.000,Adult
893794,Irving� Borelli,male,black,25,North West,Channel O,2016/03/25 17:37,2016-03-25 17:37:00.000,2016-03-25 19:37:00.000,17:37:00.000,Fri,Mar,00:47:24.000,Adult
893794,Irving� Borelli,male,black,25,North West,Cartoon Network,2016/03/30 18:45,2016-03-30 18:45:00.000,2016-03-30 20:45:00.000,18:45:00.000,Wed,Mar,00:00:00.000,Adult
893794,Irving� Borelli,male,black,25,North West,Cartoon Network,2016/03/20 13:57,2016-03-20 13:57:00.000,2016-03-20 15:57:00.000,13:57:00.000,Sun,Mar,00:00:20.000,Adult
893794,Irving� Borelli,male,black,25,North West,Channel O,2016/03/22 10:15,2016-03-22 10:15:00.000,2016-03-22 12:15:00.000,10:15:00.000,Tue,Mar,00:02:33.000,Adult
893794,Irving� Borelli,male,black,25,North West,Channel O,2016/03/07 14:43,2016-03-07 14:43:00.000,2016-03-07 16:43:00.000,14:43:00.000,Mon,Mar,00:01:09.000,Adult
893794,Irving� Borelli,male,black,25,North West,Cartoon Network,2016/03/12 08:25,2016-03-12 08:25:00.000,2016-03-12 10:25:00.000,08:25:00.000,Sat,Mar,00:00:44.000,Adult
893801,Cory� Lavoie,male,indian_asian,40,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/12 15:16,2016-03-12 15:16:00.000,2016-03-12 17:16:00.000,15:16:00.000,Sat,Mar,00:02:18.000,Mature Adult
893801,Cory� Lavoie,male,indian_asian,40,Kwazulu Natal,Cartoon Network,2016/03/08 00:14,2016-03-08 00:14:00.000,2016-03-08 02:14:00.000,00:14:00.000,Tue,Mar,00:01:10.000,Mature Adult
893801,Cory� Lavoie,male,indian_asian,40,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/08 11:52,2016-03-08 11:52:00.000,2016-03-08 13:52:00.000,11:52:00.000,Tue,Mar,00:00:00.000,Mature Adult
893801,Cory� Lavoie,male,indian_asian,40,Kwazulu Natal,ICC Cricket World Cup 2011,2016/03/30 13:51,2016-03-30 13:51:00.000,2016-03-30 15:51:00.000,13:51:00.000,Wed,Mar,00:37:24.000,Mature Adult
893814,Romeo� Lavoie,male,coloured,25,Western Cape,Supersport Live Events,2016/03/05 15:46,2016-03-05 15:46:00.000,2016-03-05 17:46:00.000,15:46:00.000,Sat,Mar,00:01:42.000,Adult
893819,Wilton� Leicht,male,indian_asian,26,Gauteng,Supersport Live Events,2016/03/24 15:48,2016-03-24 15:48:00.000,2016-03-24 17:48:00.000,15:48:00.000,Thu,Mar,00:10:16.000,Adult
893829,Valentine� Caves,male,indian_asian,40,Mpumalanga,Supersport Live Events,2016/03/24 15:41,2016-03-24 15:41:00.000,2016-03-24 17:41:00.000,15:41:00.000,Thu,Mar,01:41:46.000,Mature Adult
893832,Wilton� Mccown,male,black,24,Limpopo,Trace TV,2016/03/29 07:28,2016-03-29 07:28:00.000,2016-03-29 09:28:00.000,07:28:00.000,Tue,Mar,00:09:45.000,Young Adult
893832,Wilton� Mccown,male,black,24,Limpopo,CNN,2016/03/24 07:39,2016-03-24 07:39:00.000,2016-03-24 09:39:00.000,07:39:00.000,Thu,Mar,00:05:37.000,Young Adult
893834,Stacy� Singer,male,black,25,Limpopo,Trace TV,2016/01/24 02:22,2016-01-24 02:22:00.000,2016-01-24 04:22:00.000,02:22:00.000,Sun,Jan,00:20:06.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Trace TV,2016/01/13 20:18,2016-01-13 20:18:00.000,2016-01-13 22:18:00.000,20:18:00.000,Wed,Jan,00:01:09.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Trace TV,2016/01/14 21:12,2016-01-14 21:12:00.000,2016-01-14 23:12:00.000,21:12:00.000,Thu,Jan,00:02:42.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Trace TV,2016/03/15 01:28,2016-03-15 01:28:00.000,2016-03-15 03:28:00.000,01:28:00.000,Tue,Mar,00:03:42.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Africa Magic,2016/01/13 13:46,2016-01-13 13:46:00.000,2016-01-13 15:46:00.000,13:46:00.000,Wed,Jan,00:00:15.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Trace TV,2016/01/24 18:17,2016-01-24 18:17:00.000,2016-01-24 20:17:00.000,18:17:00.000,Sun,Jan,00:04:30.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Channel O,2016/01/17 03:02,2016-01-17 03:02:00.000,2016-01-17 05:02:00.000,03:02:00.000,Sun,Jan,00:09:51.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Cartoon Network,2016/01/21 08:49,2016-01-21 08:49:00.000,2016-01-21 10:49:00.000,08:49:00.000,Thu,Jan,00:00:17.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Boomerang,2016/01/15 12:56,2016-01-15 12:56:00.000,2016-01-15 14:56:00.000,12:56:00.000,Fri,Jan,00:02:50.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,Channel O,2016/03/15 15:19,2016-03-15 15:19:00.000,2016-03-15 17:19:00.000,15:19:00.000,Tue,Mar,00:01:54.000,Adult
893834,Stacy� Singer,male,black,25,Limpopo,E! Entertainment,2016/01/16 20:56,2016-01-16 20:56:00.000,2016-01-16 22:56:00.000,20:56:00.000,Sat,Jan,00:00:54.000,Adult
893852,Gretta� Mosser,female,black,33,Mpumalanga,Channel O,2016/03/12 19:45,2016-03-12 19:45:00.000,2016-03-12 21:45:00.000,19:45:00.000,Sat,Mar,00:02:09.000,Adult
893852,Gretta� Mosser,female,black,33,Mpumalanga,ICC Cricket World Cup 2011,2016/03/13 12:49,2016-03-13 12:49:00.000,2016-03-13 14:49:00.000,12:49:00.000,Sun,Mar,00:22:10.000,Adult
893852,Gretta� Mosser,female,black,33,Mpumalanga,Cartoon Network,2016/03/13 06:38,2016-03-13 06:38:00.000,2016-03-13 08:38:00.000,06:38:00.000,Sun,Mar,00:03:13.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,Trace TV,2016/03/13 22:43,2016-03-13 22:43:00.000,2016-03-14 00:43:00.000,22:43:00.000,Sun,Mar,00:02:09.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,Boomerang,2016/03/10 12:36,2016-03-10 12:36:00.000,2016-03-10 14:36:00.000,12:36:00.000,Thu,Mar,00:00:02.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,Africa Magic,2016/03/25 06:52,2016-03-25 06:52:00.000,2016-03-25 08:52:00.000,06:52:00.000,Fri,Mar,00:00:06.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,SawSee,2016/03/13 22:53,2016-03-13 22:53:00.000,2016-03-14 00:53:00.000,22:53:00.000,Sun,Mar,00:01:01.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,Trace TV,2016/03/15 11:18,2016-03-15 11:18:00.000,2016-03-15 13:18:00.000,11:18:00.000,Tue,Mar,00:00:42.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,Trace TV,2016/03/24 10:10,2016-03-24 10:10:00.000,2016-03-24 12:10:00.000,10:10:00.000,Thu,Mar,00:11:33.000,Adult
893861,Cory� Luthy,male,black,30,Mpumalanga,Boomerang,2016/03/10 22:39,2016-03-10 22:39:00.000,2016-03-11 00:39:00.000,22:39:00.000,Thu,Mar,00:00:02.000,Adult
893873,Trudie� Restivo,female,black,22,North West,Channel O,2016/03/29 14:11,2016-03-29 14:11:00.000,2016-03-29 16:11:00.000,14:11:00.000,Tue,Mar,00:01:51.000,Young Adult
893882,Jacinto� Condie,male,indian_asian,33,Kwazulu Natal,Supersport Live Events,2016/03/24 13:42,2016-03-24 13:42:00.000,2016-03-24 15:42:00.000,13:42:00.000,Thu,Mar,00:36:10.000,Adult
893885,Emerson� Pilot,male,indian_asian,21,Gauteng,SuperSport Blitz,2016/03/06 15:41,2016-03-06 15:41:00.000,2016-03-06 17:41:00.000,15:41:00.000,Sun,Mar,00:00:18.000,Young Adult
893885,Emerson� Pilot,male,indian_asian,21,Gauteng,ICC Cricket World Cup 2011,2016/03/06 09:15,2016-03-06 09:15:00.000,2016-03-06 11:15:00.000,09:15:00.000,Sun,Mar,00:06:14.000,Young Adult
893885,Emerson� Pilot,male,indian_asian,21,Gauteng,ICC Cricket World Cup 2011,2016/03/19 06:27,2016-03-19 06:27:00.000,2016-03-19 08:27:00.000,06:27:00.000,Sat,Mar,00:39:52.000,Young Adult
